original,filename,size,path,width,height,alt,file_size_kb
WALLOWS_07.JPG,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-2-400w.webp,400,500,"Wallows guitarist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",23.2
WALLOWS_08.JPG,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-3-1920w.webp,large,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-3-1920w.webp,1638,2048,"Wallows guitarist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",482.0
WALLOWS_08.JPG,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-3-1200w.webp,medium,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-3-1200w.webp,1200,1500,"Wallows guitarist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",188.0
WALLOWS_08.JPG,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-3-400w.webp,thumb,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-3-400w.webp,400,500,"Wallows guitarist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",21.5
WALLOWS_09.JPG,wallows-drummer-live-performance-augustine-amphitheatre-1920w.webp,large,wallows-drummer-live-performance-augustine-amphitheatre-1920w.webp,1638,2048,"Wallows drummer performing behind drum kit during live concert at Augustine Amphitheatre in St. Augustine, Florida",106.3
WALLOWS_09.JPG,wallows-drummer-live-performance-augustine-amphitheatre-1200w.webp,medium,wallows-drummer-live-performance-augustine-amphitheatre-1200w.webp,1200,1500,"Wallows drummer performing behind drum kit during live concert at Augustine Amphitheatre in St. Augustine, Florida",71.5
WALLOWS_09.JPG,wallows-drummer-live-performance-augustine-amphitheatre-400w.webp,thumb,wallows-drummer-live-performance-augustine-amphitheatre-400w.webp,400,500,"Wallows drummer performing behind drum kit during live concert at Augustine Amphitheatre in St. Augustine, Florida",16.6
WALLOWS_12.JPG,audience-cheering-augustine-amphitheatre-event-1920w.webp,large,audience-cheering-augustine-amphitheatre-event-1920w.webp,1638,2048,"Excited audience members cheering and recording with phones at Augustine Amphitheatre in St. Augustine, Florida",1105.7
WALLOWS_12.JPG,audience-cheering-augustine-amphitheatre-event-1200w.webp,medium,audience-cheering-augustine-amphitheatre-event-1200w.webp,1200,1500,"Excited audience members cheering and recording with phones at Augustine Amphitheatre in St. Augustine, Florida",528.0
WALLOWS_12.JPG,audience-cheering-augustine-amphitheatre-event-400w.webp,thumb,audience-cheering-augustine-amphitheatre-event-400w.webp,400,500,"Excited audience members cheering and recording with phones at Augustine Amphitheatre in St. Augustine, Florida",40.6
WALLOWS_14.JPG,concert-crowd-augustine-amphitheatre-st-augustine-2-1920w.webp,large,concert-crowd-augustine-amphitheatre-st-augustine-2-1920w.webp,1638,2048,"Energetic crowd with raised hands enjoying live concert at Augustine Amphitheatre in St. Augustine, Florida",1063.6
WALLOWS_14.JPG,concert-crowd-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,concert-crowd-augustine-amphitheatre-st-augustine-2-1200w.webp,1200,1500,"Energetic crowd with raised hands enjoying live concert at Augustine Amphitheatre in St. Augustine, Florida",507.3
WALLOWS_14.JPG,concert-crowd-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,concert-crowd-augustine-amphitheatre-st-augustine-2-400w.webp,400,500,"Energetic crowd with raised hands enjoying live concert at Augustine Amphitheatre in St. Augustine, Florida",51.0
WIDESPREADPANIC-1.JPG,widespreadpanic-concert-audience-augustine-amphitheatre-1920w.webp,large,widespreadpanic-concert-audience-augustine-amphitheatre-1920w.webp,1638,2048,"Concert audience viewing Widespreadpanic performance at Augustine Amphitheatre in St. Augustine, Florida",692.6
WIDESPREADPANIC-1.JPG,widespreadpanic-concert-audience-augustine-amphitheatre-1200w.webp,medium,widespreadpanic-concert-audience-augustine-amphitheatre-1200w.webp,1200,1500,"Concert audience viewing Widespreadpanic performance at Augustine Amphitheatre in St. Augustine, Florida",344.1
WIDESPREADPANIC-1.JPG,widespreadpanic-concert-audience-augustine-amphitheatre-400w.webp,thumb,widespreadpanic-concert-audience-augustine-amphitheatre-400w.webp,400,500,"Concert audience viewing Widespreadpanic performance at Augustine Amphitheatre in St. Augustine, Florida",40.7
WIDESPREADPANIC-12.JPG,widespreadpanic-guitarist-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,widespreadpanic-guitarist-performance-augustine-amphitheatre-st-augustine-1920w.webp,1920,1535,"Widespreadpanic guitarist performing on stage with colorful lighting at Augustine Amphitheatre in St. Augustine, Florida",211.3
WIDESPREADPANIC-12.JPG,widespreadpanic-guitarist-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,widespreadpanic-guitarist-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,959,"Widespreadpanic guitarist performing on stage with colorful lighting at Augustine Amphitheatre in St. Augustine, Florida",106.4
WIDESPREADPANIC-12.JPG,widespreadpanic-guitarist-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,widespreadpanic-guitarist-performance-augustine-amphitheatre-st-augustine-400w.webp,400,319,"Widespreadpanic guitarist performing on stage with colorful lighting at Augustine Amphitheatre in St. Augustine, Florida",23.8
WIDESPREADPANIC-13.JPG,widespreadpanic-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,widespreadpanic-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,1920,1279,"Widespreadpanic performing live on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",253.6
WIDESPREADPANIC-13.JPG,widespreadpanic-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,widespreadpanic-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,799,"Widespreadpanic performing live on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",127.6
WIDESPREADPANIC-13.JPG,widespreadpanic-live-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,widespreadpanic-live-performance-augustine-amphitheatre-st-augustine-400w.webp,400,266,"Widespreadpanic performing live on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",23.3
WIDESPREADPANIC-2.JPG,golden-girls-shirt-concert-crowd-augustine-amphitheatre-1920w.webp,large,golden-girls-shirt-concert-crowd-augustine-amphitheatre-1920w.webp,1920,1279,"Concert attendee wearing Golden Girls t-shirt in crowd at Augustine Amphitheatre in St. Augustine, Florida",293.2
WIDESPREADPANIC-2.JPG,golden-girls-shirt-concert-crowd-augustine-amphitheatre-1200w.webp,medium,golden-girls-shirt-concert-crowd-augustine-amphitheatre-1200w.webp,1200,799,"Concert attendee wearing Golden Girls t-shirt in crowd at Augustine Amphitheatre in St. Augustine, Florida",111.2
WIDESPREADPANIC-2.JPG,golden-girls-shirt-concert-crowd-augustine-amphitheatre-400w.webp,thumb,golden-girls-shirt-concert-crowd-augustine-amphitheatre-400w.webp,400,266,"Concert attendee wearing Golden Girls t-shirt in crowd at Augustine Amphitheatre in St. Augustine, Florida",22.8
WIDESPREADPANIC-6.JPG,widespreadpanic-performer-crowd-augustine-amphitheatre-1920w.webp,large,widespreadpanic-performer-crowd-augustine-amphitheatre-1920w.webp,1920,1535,"Widespreadpanic performer pointing while engaging with enthusiastic crowd at Augustine Amphitheatre in St. Augustine, Florida",299.3
WIDESPREADPANIC-6.JPG,widespreadpanic-performer-crowd-augustine-amphitheatre-1200w.webp,medium,widespreadpanic-performer-crowd-augustine-amphitheatre-1200w.webp,1200,959,"Widespreadpanic performer pointing while engaging with enthusiastic crowd at Augustine Amphitheatre in St. Augustine, Florida",94.3
WIDESPREADPANIC-6.JPG,widespreadpanic-performer-crowd-augustine-amphitheatre-400w.webp,thumb,widespreadpanic-performer-crowd-augustine-amphitheatre-400w.webp,400,319,"Widespreadpanic performer pointing while engaging with enthusiastic crowd at Augustine Amphitheatre in St. Augustine, Florida",17.8
WIDESPREADPANIC-8.JPG,concert-audience-cheering-augustine-amphitheatre-st-augustine-2-1920w.webp,large,concert-audience-cheering-augustine-amphitheatre-st-augustine-2-1920w.webp,1920,1535,"Concert audience members cheering and raising hands during live performance at Augustine Amphitheatre in St. Augustine, Florida",306.1
WIDESPREADPANIC-8.JPG,concert-audience-cheering-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,concert-audience-cheering-augustine-amphitheatre-st-augustine-2-1200w.webp,1200,959,"Concert audience members cheering and raising hands during live performance at Augustine Amphitheatre in St. Augustine, Florida",103.6
WIDESPREADPANIC-8.JPG,concert-audience-cheering-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,concert-audience-cheering-augustine-amphitheatre-st-augustine-2-400w.webp,400,319,"Concert audience members cheering and raising hands during live performance at Augustine Amphitheatre in St. Augustine, Florida",19.1
amp-crowd-young-people.jpg,friends-celebrating-augustine-amphitheatre-event-1920w.webp,large,friends-celebrating-augustine-amphitheatre-event-1920w.webp,1920,2400,"Group of friends celebrating with drinks in crowded amphitheater stands at Augustine Amphitheatre in St. Augustine, Florida",1317.1
amp-crowd-young-people.jpg,friends-celebrating-augustine-amphitheatre-event-1200w.webp,medium,friends-celebrating-augustine-amphitheatre-event-1200w.webp,1200,1500,"Group of friends celebrating with drinks in crowded amphitheater stands at Augustine Amphitheatre in St. Augustine, Florida",477.2
amp-crowd-young-people.jpg,friends-celebrating-augustine-amphitheatre-event-400w.webp,thumb,friends-celebrating-augustine-amphitheatre-event-400w.webp,400,500,"Group of friends celebrating with drinks in crowded amphitheater stands at Augustine Amphitheatre in St. Augustine, Florida",50.0
avett-brothers-1.jpg,avett-brothers-live-performance-augustine-amphitheatre-1920w.webp,large,avett-brothers-live-performance-augustine-amphitheatre-1920w.webp,1920,1080,"Avett Brothers performing with banjo and guitar on illuminated stage at Augustine Amphitheatre in St. Augustine, Florida",642.3
avett-brothers-1.jpg,avett-brothers-live-performance-augustine-amphitheatre-1200w.webp,medium,avett-brothers-live-performance-augustine-amphitheatre-1200w.webp,1200,675,"Avett Brothers performing with banjo and guitar on illuminated stage at Augustine Amphitheatre in St. Augustine, Florida",205.8
avett-brothers-1.jpg,avett-brothers-live-performance-augustine-amphitheatre-400w.webp,thumb,avett-brothers-live-performance-augustine-amphitheatre-400w.webp,400,225,"Avett Brothers performing with banjo and guitar on illuminated stage at Augustine Amphitheatre in St. Augustine, Florida",24.9
avett-brothers-4.jpg,avett-brothers-violinist-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,avett-brothers-violinist-performance-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Avett Brothers violinist performing passionately on stage with red lighting at Augustine Amphitheatre in St. Augustine, Florida",449.7
avett-brothers-4.jpg,avett-brothers-violinist-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,avett-brothers-violinist-performance-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Avett Brothers violinist performing passionately on stage with red lighting at Augustine Amphitheatre in St. Augustine, Florida",449.7
avett-brothers-4.jpg,avett-brothers-violinist-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,avett-brothers-violinist-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Avett Brothers violinist performing passionately on stage with red lighting at Augustine Amphitheatre in St. Augustine, Florida",35.7
avett-brothers-5.jpg,avett-brothers-concert-augustine-amphitheatre-st-augustine-1920w.webp,large,avett-brothers-concert-augustine-amphitheatre-st-augustine-1920w.webp,1920,1080,"Avett Brothers performing live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",428.9
avett-brothers-5.jpg,avett-brothers-concert-augustine-amphitheatre-st-augustine-1200w.webp,medium,avett-brothers-concert-augustine-amphitheatre-st-augustine-1200w.webp,1200,675,"Avett Brothers performing live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",141.1
avett-brothers-5.jpg,avett-brothers-concert-augustine-amphitheatre-st-augustine-400w.webp,thumb,avett-brothers-concert-augustine-amphitheatre-st-augustine-400w.webp,400,225,"Avett Brothers performing live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",20.4
avett-brothers-8.jpg,avett-brothers-cellist-performance-augustine-amphitheatre-1920w.webp,large,avett-brothers-cellist-performance-augustine-amphitheatre-1920w.webp,1080,1350,"Avett Brothers cellist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",198.8
avett-brothers-8.jpg,avett-brothers-cellist-performance-augustine-amphitheatre-1200w.webp,medium,avett-brothers-cellist-performance-augustine-amphitheatre-1200w.webp,1080,1350,"Avett Brothers cellist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",198.8
avett-brothers-8.jpg,avett-brothers-cellist-performance-augustine-amphitheatre-400w.webp,thumb,avett-brothers-cellist-performance-augustine-amphitheatre-400w.webp,400,500,"Avett Brothers cellist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",24.3
googoodolls-1.jpg,woman-with-dog-augustine-amphitheatre-crowd-1920w.webp,large,woman-with-dog-augustine-amphitheatre-crowd-1920w.webp,1920,2400,"Young woman holding small dog in crowd at Augustine Amphitheatre in St. Augustine, Florida",776.6
googoodolls-1.jpg,woman-with-dog-augustine-amphitheatre-crowd-1200w.webp,medium,woman-with-dog-augustine-amphitheatre-crowd-1200w.webp,1200,1500,"Young woman holding small dog in crowd at Augustine Amphitheatre in St. Augustine, Florida",227.6
googoodolls-1.jpg,woman-with-dog-augustine-amphitheatre-crowd-400w.webp,thumb,woman-with-dog-augustine-amphitheatre-crowd-400w.webp,400,500,"Young woman holding small dog in crowd at Augustine Amphitheatre in St. Augustine, Florida",23.1
googoodolls-2.jpg,googoodolls-concert-audience-augustine-amphitheatre-1920w.webp,large,googoodolls-concert-audience-augustine-amphitheatre-1920w.webp,1920,2400,"Concert audience watching Googoodolls perform with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",109.0
googoodolls-2.jpg,googoodolls-concert-audience-augustine-amphitheatre-1200w.webp,medium,googoodolls-concert-audience-augustine-amphitheatre-1200w.webp,1200,1500,"Concert audience watching Googoodolls perform with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",55.1
googoodolls-2.jpg,googoodolls-concert-audience-augustine-amphitheatre-400w.webp,thumb,googoodolls-concert-audience-augustine-amphitheatre-400w.webp,400,500,"Concert audience watching Googoodolls perform with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",14.9
googoodolls-3.jpg,goo-goo-dolls-concert-augustine-amphitheatre-1920w.webp,large,goo-goo-dolls-concert-augustine-amphitheatre-1920w.webp,1920,2400,"Goo Goo Dolls performing live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",439.1
googoodolls-3.jpg,goo-goo-dolls-concert-augustine-amphitheatre-1200w.webp,medium,goo-goo-dolls-concert-augustine-amphitheatre-1200w.webp,1200,1500,"Goo Goo Dolls performing live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",121.0
googoodolls-3.jpg,goo-goo-dolls-concert-augustine-amphitheatre-400w.webp,thumb,goo-goo-dolls-concert-augustine-amphitheatre-400w.webp,400,500,"Goo Goo Dolls performing live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",18.4
juvenile-1.JPG,juvenile-performer-crowd-interaction-augustine-amphitheatre-1920w.webp,large,juvenile-performer-crowd-interaction-augustine-amphitheatre-1920w.webp,1920,1279,"Juvenile performing and reaching toward excited crowd at Augustine Amphitheatre in St. Augustine, Florida",253.0
juvenile-1.JPG,juvenile-performer-crowd-interaction-augustine-amphitheatre-1200w.webp,medium,juvenile-performer-crowd-interaction-augustine-amphitheatre-1200w.webp,1200,799,"Juvenile performing and reaching toward excited crowd at Augustine Amphitheatre in St. Augustine, Florida",95.8
juvenile-1.JPG,juvenile-performer-crowd-interaction-augustine-amphitheatre-400w.webp,thumb,juvenile-performer-crowd-interaction-augustine-amphitheatre-400w.webp,400,266,"Juvenile performing and reaching toward excited crowd at Augustine Amphitheatre in St. Augustine, Florida",19.6
juvenile-2.JPG,juvenile-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,juvenile-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,1638,2048,"Juvenile performs on stage holding drink and microphone at Augustine Amphitheatre in St. Augustine, Florida",386.4
juvenile-2.JPG,juvenile-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,juvenile-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Juvenile performs on stage holding drink and microphone at Augustine Amphitheatre in St. Augustine, Florida",137.6
juvenile-2.JPG,juvenile-live-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,juvenile-live-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Juvenile performs on stage holding drink and microphone at Augustine Amphitheatre in St. Augustine, Florida",16.3
juvenile-3.JPG,juvenile-live-performance-augustine-amphitheatre-st-augustine-2-1920w.webp,large,juvenile-live-performance-augustine-amphitheatre-st-augustine-2-1920w.webp,1920,1080,"Juvenile performs on stage reaching toward excited fans at Augustine Amphitheatre in St. Augustine, Florida",214.3
juvenile-3.JPG,juvenile-live-performance-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,juvenile-live-performance-augustine-amphitheatre-st-augustine-2-1200w.webp,1200,675,"Juvenile performs on stage reaching toward excited fans at Augustine Amphitheatre in St. Augustine, Florida",87.4
juvenile-3.JPG,juvenile-live-performance-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,juvenile-live-performance-augustine-amphitheatre-st-augustine-2-400w.webp,400,225,"Juvenile performs on stage reaching toward excited fans at Augustine Amphitheatre in St. Augustine, Florida",16.3
juvenile-4.JPG,juvenile-live-performance-augustine-amphitheatre-st-augustine-3-1920w.webp,large,juvenile-live-performance-augustine-amphitheatre-st-augustine-3-1920w.webp,1638,2048,"Juvenile performs with microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",357.5
juvenile-4.JPG,juvenile-live-performance-augustine-amphitheatre-st-augustine-3-1200w.webp,medium,juvenile-live-performance-augustine-amphitheatre-st-augustine-3-1200w.webp,1200,1500,"Juvenile performs with microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",132.3
juvenile-4.JPG,juvenile-live-performance-augustine-amphitheatre-st-augustine-3-400w.webp,thumb,juvenile-live-performance-augustine-amphitheatre-st-augustine-3-400w.webp,400,500,"Juvenile performs with microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",15.0
juvenile-5.JPG,juvenile-live-performance-augustine-amphitheatre-st-augustine-4-1920w.webp,large,juvenile-live-performance-augustine-amphitheatre-st-augustine-4-1920w.webp,1639,2048,"Juvenile performing live on stage with microphone at Augustine Amphitheatre in St. Augustine, Florida",565.8
juvenile-5.JPG,juvenile-live-performance-augustine-amphitheatre-st-augustine-4-1200w.webp,medium,juvenile-live-performance-augustine-amphitheatre-st-augustine-4-1200w.webp,1200,1499,"Juvenile performing live on stage with microphone at Augustine Amphitheatre in St. Augustine, Florida",235.5
juvenile-5.JPG,juvenile-live-performance-augustine-amphitheatre-st-augustine-4-400w.webp,thumb,juvenile-live-performance-augustine-amphitheatre-st-augustine-4-400w.webp,400,499,"Juvenile performing live on stage with microphone at Augustine Amphitheatre in St. Augustine, Florida",20.5
king-gizzard-lizard-wizard-1.jpg,king-gizzard-live-performance-augustine-amphitheatre-1920w.webp,large,king-gizzard-live-performance-augustine-amphitheatre-1920w.webp,1080,1350,"King Gizzard Lizard Wizard performing live with crowd and stage lighting at Augustine Amphitheatre in St. Augustine, Florida",317.2
king-gizzard-lizard-wizard-1.jpg,king-gizzard-live-performance-augustine-amphitheatre-1200w.webp,medium,king-gizzard-live-performance-augustine-amphitheatre-1200w.webp,1080,1350,"King Gizzard Lizard Wizard performing live with crowd and stage lighting at Augustine Amphitheatre in St. Augustine, Florida",317.2
king-gizzard-lizard-wizard-1.jpg,king-gizzard-live-performance-augustine-amphitheatre-400w.webp,thumb,king-gizzard-live-performance-augustine-amphitheatre-400w.webp,400,500,"King Gizzard Lizard Wizard performing live with crowd and stage lighting at Augustine Amphitheatre in St. Augustine, Florida",37.2
king-gizzard-lizard-wizard-2.jpg,king-gizzard-live-concert-augustine-amphitheatre-1920w.webp,large,king-gizzard-live-concert-augustine-amphitheatre-1920w.webp,1080,1350,"King Gizzard Lizard Wizard performing live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",313.6
king-gizzard-lizard-wizard-2.jpg,king-gizzard-live-concert-augustine-amphitheatre-1200w.webp,medium,king-gizzard-live-concert-augustine-amphitheatre-1200w.webp,1080,1350,"King Gizzard Lizard Wizard performing live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",313.6
king-gizzard-lizard-wizard-2.jpg,king-gizzard-live-concert-augustine-amphitheatre-400w.webp,thumb,king-gizzard-live-concert-augustine-amphitheatre-400w.webp,400,500,"King Gizzard Lizard Wizard performing live concert with dramatic stage lighting at Augustine Amphitheatre in St. Augustine, Florida",42.4
king-gizzard-lizard-wizard-3.JPG,king-gizzard-guitarist-augustine-amphitheatre-performance-1920w.webp,large,king-gizzard-guitarist-augustine-amphitheatre-performance-1920w.webp,1638,2048,"King Gizzard Lizard Wizard guitarist performing on stage with green lighting at Augustine Amphitheatre in St. Augustine, Florida",742.0
king-gizzard-lizard-wizard-3.JPG,king-gizzard-guitarist-augustine-amphitheatre-performance-1200w.webp,medium,king-gizzard-guitarist-augustine-amphitheatre-performance-1200w.webp,1200,1500,"King Gizzard Lizard Wizard guitarist performing on stage with green lighting at Augustine Amphitheatre in St. Augustine, Florida",332.3
king-gizzard-lizard-wizard-3.JPG,king-gizzard-guitarist-augustine-amphitheatre-performance-400w.webp,thumb,king-gizzard-guitarist-augustine-amphitheatre-performance-400w.webp,400,500,"King Gizzard Lizard Wizard guitarist performing on stage with green lighting at Augustine Amphitheatre in St. Augustine, Florida",34.5
king-gizzard-lizard-wizard-4.JPG,king-gizzard-guitarist-augustine-amphitheatre-performance-2-1920w.webp,large,king-gizzard-guitarist-augustine-amphitheatre-performance-2-1920w.webp,1638,2048,"King Gizzard Lizard Wizard guitarist performing on stage with effects pedals at Augustine Amphitheatre in St. Augustine, Florida",894.9
king-gizzard-lizard-wizard-4.JPG,king-gizzard-guitarist-augustine-amphitheatre-performance-2-1200w.webp,medium,king-gizzard-guitarist-augustine-amphitheatre-performance-2-1200w.webp,1200,1500,"King Gizzard Lizard Wizard guitarist performing on stage with effects pedals at Augustine Amphitheatre in St. Augustine, Florida",435.5
king-gizzard-lizard-wizard-4.JPG,king-gizzard-guitarist-augustine-amphitheatre-performance-2-400w.webp,thumb,king-gizzard-guitarist-augustine-amphitheatre-performance-2-400w.webp,400,500,"King Gizzard Lizard Wizard guitarist performing on stage with effects pedals at Augustine Amphitheatre in St. Augustine, Florida",49.2
king-gizzard-lizard-wizard-5.JPG,concert-crowd-cheering-augustine-amphitheatre-1920w.webp,large,concert-crowd-cheering-augustine-amphitheatre-1920w.webp,1638,2048,"Concert crowd with raised hands cheering at Augustine Amphitheatre in St. Augustine, Florida",901.4
king-gizzard-lizard-wizard-5.JPG,concert-crowd-cheering-augustine-amphitheatre-1200w.webp,medium,concert-crowd-cheering-augustine-amphitheatre-1200w.webp,1200,1500,"Concert crowd with raised hands cheering at Augustine Amphitheatre in St. Augustine, Florida",420.2
king-gizzard-lizard-wizard-5.JPG,concert-crowd-cheering-augustine-amphitheatre-400w.webp,thumb,concert-crowd-cheering-augustine-amphitheatre-400w.webp,400,500,"Concert crowd with raised hands cheering at Augustine Amphitheatre in St. Augustine, Florida",32.6
king-gizzard-lizard-wizard-6.JPG,king-gizzard-guitarist-augustine-amphitheatre-performance-3-1920w.webp,large,king-gizzard-guitarist-augustine-amphitheatre-performance-3-1920w.webp,1638,2048,"King Gizzard Lizard Wizard guitarist performing on stage at Augustine Amphitheatre in St. Augustine, Florida",849.1
king-gizzard-lizard-wizard-6.JPG,king-gizzard-guitarist-augustine-amphitheatre-performance-3-1200w.webp,medium,king-gizzard-guitarist-augustine-amphitheatre-performance-3-1200w.webp,1200,1500,"King Gizzard Lizard Wizard guitarist performing on stage at Augustine Amphitheatre in St. Augustine, Florida",404.9
king-gizzard-lizard-wizard-6.JPG,king-gizzard-guitarist-augustine-amphitheatre-performance-3-400w.webp,thumb,king-gizzard-guitarist-augustine-amphitheatre-performance-3-400w.webp,400,500,"King Gizzard Lizard Wizard guitarist performing on stage at Augustine Amphitheatre in St. Augustine, Florida",41.6
king-gizzard-lizard-wizard-7.JPG,king-gizzard-guitarist-augustine-amphitheatre-performance-4-1920w.webp,large,king-gizzard-guitarist-augustine-amphitheatre-performance-4-1920w.webp,1638,2048,"King Gizzard Lizard Wizard guitarist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",1014.6
king-gizzard-lizard-wizard-7.JPG,king-gizzard-guitarist-augustine-amphitheatre-performance-4-1200w.webp,medium,king-gizzard-guitarist-augustine-amphitheatre-performance-4-1200w.webp,1200,1500,"King Gizzard Lizard Wizard guitarist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",464.1
king-gizzard-lizard-wizard-7.JPG,king-gizzard-guitarist-augustine-amphitheatre-performance-4-400w.webp,thumb,king-gizzard-guitarist-augustine-amphitheatre-performance-4-400w.webp,400,500,"King Gizzard Lizard Wizard guitarist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",26.2
king-gizzard-lizard-wizard-8.JPG,concert-audience-cheering-augustine-amphitheatre-1920w.webp,large,concert-audience-cheering-augustine-amphitheatre-1920w.webp,1638,2048,"Concert audience members cheering with raised hands at Augustine Amphitheatre in St. Augustine, Florida",921.0
king-gizzard-lizard-wizard-8.JPG,concert-audience-cheering-augustine-amphitheatre-1200w.webp,medium,concert-audience-cheering-augustine-amphitheatre-1200w.webp,1200,1500,"Concert audience members cheering with raised hands at Augustine Amphitheatre in St. Augustine, Florida",406.2
king-gizzard-lizard-wizard-8.JPG,concert-audience-cheering-augustine-amphitheatre-400w.webp,thumb,concert-audience-cheering-augustine-amphitheatre-400w.webp,400,500,"Concert audience members cheering with raised hands at Augustine Amphitheatre in St. Augustine, Florida",22.3
